itemsets,length,count,support
"CHARLOTTE BAG SUKI DESIGN, STRAWBERRY CHARLOTTE BAG",2,113,0.024640209332751854
"SET OF 3 CAKE TINS PANTRY DESIGN, SET OF 6 SPICE TINS PANTRY DESIGN",2,113,0.024640209332751854
"LUNCH BAG APPLE DESIGN, LUNCH BAG RED RETROSPOT",2,113,0.024640209332751854
"PARTY BUNTING, SPOTTY BUNTING",2,113,0.024640209332751854
"LUNCH BAG SPACEBOY DESIGN, LUNCH BAG WOODLAND",2,112,0.02442215438290449
"RECIPE BOX PANTRY YELLOW DESIGN, SET OF 3 CAKE TINS PANTRY DESIGN",2,112,0.02442215438290449
"JUMBO BAG RED RETROSPOT, JUMBO BAG SCANDINAVIAN BLUE PAISLEY",2,112,0.02442215438290449
"JUMBO BAG PINK VINTAGE PAISLEY, JUMBO SHOPPER VINTAGE RED PAISLEY",2,111,0.02420409943305713
"CHARLOTTE BAG PINK POLKADOT, WOODLAND CHARLOTTE BAG",2,111,0.02420409943305713
"LUNCH BAG  BLACK SKULL., LUNCH BAG WOODLAND",2,111,0.02420409943305713
"JUMBO BAG WOODLAND ANIMALS, JUMBO SHOPPER VINTAGE RED PAISLEY",2,111,0.02420409943305713
"JUMBO BAG APPLES, JUMBO BAG PEARS",2,111,0.02420409943305713
"60 TEATIME FAIRY CAKE CASES, PACK OF 72 RETROSPOT CAKE CASES",2,110,0.02398604448320977
"PACK OF 60 PINK PAISLEY CAKE CASES, PACK OF 72 RETROSPOT CAKE CASES",2,110,0.02398604448320977
"CHARLOTTE BAG PINK POLKADOT, CHARLOTTE BAG SUKI DESIGN",2,110,0.02398604448320977
"CHARLOTTE BAG SUKI DESIGN, WOODLAND CHARLOTTE BAG",2,110,0.02398604448320977
"LUNCH BAG CARS BLUE, LUNCH BAG SUKI DESIGN",2,110,0.02398604448320977
"JUMBO BAG OWLS, JUMBO BAG RED RETROSPOT",2,109,0.023767989533362406
"JUMBO  BAG BAROQUE BLACK WHITE, JUMBO STORAGE BAG SUKI",2,108,0.023549934583515047
"JUMBO BAG ALPHABET, JUMBO BAG APPLES",2,108,0.023549934583515047
"JUMBO  BAG BAROQUE BLACK WHITE, JUMBO SHOPPER VINTAGE RED PAISLEY",2,107,0.023331879633667684
"LUNCH BAG APPLE DESIGN, LUNCH BAG SPACEBOY DESIGN",2,107,0.023331879633667684
"JUMBO BAG RED RETROSPOT, JUMBO BAG SPACEBOY DESIGN",2,106,0.02311382468382032
"STRAWBERRY CHARLOTTE BAG, WOODLAND CHARLOTTE BAG",2,106,0.02311382468382032
"JUMBO BAG SCANDINAVIAN BLUE PAISLEY, JUMBO SHOPPER VINTAGE RED PAISLEY",2,106,0.02311382468382032
"WHITE HANGING HEART T-LIGHT HOLDER, WOODEN PICTURE FRAME WHITE FINISH",2,103,0.022459659834278237
"CHARLOTTE BAG PINK POLKADOT, STRAWBERRY CHARLOTTE BAG",2,102,0.022241604884430877
"JUMBO BAG ALPHABET, JUMBO BAG RED RETROSPOT",2,102,0.022241604884430877
"LUNCH BAG  BLACK SKULL., LUNCH BAG APPLE DESIGN",2,101,0.022023549934583515
"CHOCOLATE HOT WATER BOTTLE, HOT WATER BOTTLE I AM SO POORLY",2,100,0.021805494984736152
"WOODEN HEART CHRISTMAS SCANDINAVIAN, WOODEN STAR CHRISTMAS SCANDINAVIAN",2,100,0.021805494984736152
"JUMBO BAG PINK POLKADOT, JUMBO BAG PINK VINTAGE PAISLEY",2,100,0.021805494984736152
"LUNCH BAG RED RETROSPOT, RED RETROSPOT CHARLOTTE BAG",2,100,0.021805494984736152
"PACK OF 72 RETROSPOT CAKE CASES, REGENCY CAKESTAND 3 TIER",2,100,0.021805494984736152
"PARTY BUNTING, REGENCY CAKESTAND 3 TIER",2,100,0.021805494984736152
"LUNCH BAG CARS BLUE, LUNCH BAG WOODLAND",2,100,0.021805494984736152
"JUMBO BAG APPLES, JUMBO BAG PINK POLKADOT",2,100,0.021805494984736152
"ALARM CLOCK BAKELIKE IVORY, ALARM CLOCK BAKELIKE RED",2,99,0.021587440034888793
"JAM MAKING SET WITH JARS, SET OF 3 CAKE TINS PANTRY DESIGN",2,99,0.021587440034888793
"JUMBO BAG RED RETROSPOT, JUMBO BAG VINTAGE LEAF",2,99,0.021587440034888793
"SET/6 RED SPOTTY PAPER CUPS, SET/6 RED SPOTTY PAPER PLATES",2,98,0.02136938508504143
"CHARLOTTE BAG APPLES DESIGN, RED RETROSPOT CHARLOTTE BAG",2,98,0.02136938508504143
"SET/20 RED RETROSPOT PAPER NAPKINS, SET/6 RED SPOTTY PAPER PLATES",2,97,0.021151330135194067
"JUMBO BAG RED RETROSPOT, JUMBO STORAGE BAG SKULLS",2,97,0.021151330135194067
"LUNCH BAG PINK POLKADOT, LUNCH BAG SUKI DESIGN",2,97,0.021151330135194067
"JUMBO BAG APPLES, LUNCH BAG APPLE DESIGN",2,97,0.021151330135194067
"NATURAL SLATE HEART CHALKBOARD, WHITE HANGING HEART T-LIGHT HOLDER",2,96,0.020933275185346708
"PARTY BUNTING, WHITE HANGING HEART T-LIGHT HOLDER",2,96,0.020933275185346708
"PINK REGENCY TEACUP AND SAUCER, REGENCY CAKESTAND 3 TIER",2,95,0.020715220235499345
"LUNCH BAG APPLE DESIGN, LUNCH BAG CARS BLUE",2,95,0.020715220235499345
"LUNCH BAG APPLE DESIGN, LUNCH BAG VINTAGE LEAF DESIGN",2,95,0.020715220235499345
"JUMBO BAG APPLES, JUMBO BAG VINTAGE LEAF",2,95,0.020715220235499345
"PACK OF 72 RETROSPOT CAKE CASES, PACK OF 72 SKULL CAKE CASES",2,94,0.020497165285651986
"JUMBO BAG PINK POLKADOT, RECYCLING BAG RETROSPOT",2,94,0.020497165285651986
"JUMBO BAG PINK POLKADOT, JUMBO BAG TOYS",2,94,0.020497165285651986
"JUMBO BAG PINK POLKADOT, JUMBO BAG SPACEBOY DESIGN",2,94,0.020497165285651986
"JUMBO BAG PINK POLKADOT, JUMBO BAG STRAWBERRY",2,93,0.020279110335804623
"PACK OF 72 RETROSPOT CAKE CASES, RED RETROSPOT CHARLOTTE BAG",2,93,0.020279110335804623
"JUMBO BAG PINK VINTAGE PAISLEY, JUMBO BAG SCANDINAVIAN BLUE PAISLEY",2,93,0.020279110335804623
"JUMBO BAG APPLES, JUMBO STORAGE BAG SUKI",2,93,0.020279110335804623
"REGENCY CAKESTAND 3 TIER, WHITE HANGING HEART T-LIGHT HOLDER",2,92,0.02006105538595726
"JUMBO BAG PINK VINTAGE PAISLEY, JUMBO STORAGE BAG SUKI",2,92,0.02006105538595726
"JUMBO BAG RED RETROSPOT, LUNCH BAG  BLACK SKULL.",2,92,0.02006105538595726
"LUNCH BAG  BLACK SKULL., RED RETROSPOT CHARLOTTE BAG",2,92,0.02006105538595726
"JUMBO STORAGE BAG SKULLS, JUMBO STORAGE BAG SUKI",2,92,0.02006105538595726
"JUMBO BAG RED RETROSPOT, JUMBO BAG TOYS",2,92,0.02006105538595726
"JUMBO BAG PINK POLKADOT, JUMBO STORAGE BAG SKULLS",2,92,0.02006105538595726
"GREEN REGENCY TEACUP AND SAUCER, PINK REGENCY TEACUP AND SAUCER, ROSES REGENCY TEACUP AND SAUCER",3,138,0.03009158307893589
"JUMBO BAG PINK POLKADOT, JUMBO BAG RED RETROSPOT, JUMBO STORAGE BAG SUKI",3,116,0.02529437418229394
"JUMBO BAG PINK POLKADOT, JUMBO BAG RED RETROSPOT, JUMBO SHOPPER VINTAGE RED PAISLEY",3,109,0.023767989533362406
"JUMBO BAG RED RETROSPOT, JUMBO SHOPPER VINTAGE RED PAISLEY, JUMBO STORAGE BAG SUKI",3,109,0.023767989533362406
"GREEN REGENCY TEACUP AND SAUCER, REGENCY CAKESTAND 3 TIER, ROSES REGENCY TEACUP AND SAUCER",3,103,0.022459659834278237
"CHARLOTTE BAG PINK POLKADOT, RED RETROSPOT CHARLOTTE BAG, WOODLAND CHARLOTTE BAG",3,98,0.02136938508504143
"JUMBO BAG PINK POLKADOT, JUMBO SHOPPER VINTAGE RED PAISLEY, JUMBO STORAGE BAG SUKI",3,97,0.021151330135194067
"JUMBO  BAG BAROQUE BLACK WHITE, JUMBO BAG PINK POLKADOT, JUMBO BAG RED RETROSPOT",3,96,0.020933275185346708
"JUMBO BAG PINK POLKADOT, JUMBO BAG RED RETROSPOT, JUMBO BAG WOODLAND ANIMALS",3,95,0.020715220235499345
"CHARLOTTE BAG PINK POLKADOT, CHARLOTTE BAG SUKI DESIGN, RED RETROSPOT CHARLOTTE BAG",3,93,0.020279110335804623
"CHARLOTTE BAG PINK POLKADOT, RED RETROSPOT CHARLOTTE BAG, STRAWBERRY CHARLOTTE BAG",3,92,0.02006105538595726
"CHARLOTTE BAG SUKI DESIGN, RED RETROSPOT CHARLOTTE BAG, STRAWBERRY CHARLOTTE BAG",3,92,0.02006105538595726
"RED RETROSPOT CHARLOTTE BAG, STRAWBERRY CHARLOTTE BAG, WOODLAND CHARLOTTE BAG",3,92,0.02006105538595726
